Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0051173~positive regulation of nitrogen compound metabolic process	132	5.82010582	2.82E-08	MEF2C, PDGFB, THRB, PDGFA, GDF6, ARNT2, EDN1, ZXDC, CASK, RORB, RORA, GDNF, TGFB1, IL31RA, CITED2, IL11, GATA2, MDFIC, GATA6, FOXF1, PDGFC, DDAH1, EGFR, PCBD1, RXRA, ARNTL, MECOM, PROX1, TRERF1, PPARGC1B, AHR, EP300, SIX1, VEGFA, NFE2L2, TGFB1I1, UBA52, SOX2, ONECUT2, CYTL1, NFKBIA, SOX4, AFAP1L2, WT1, LIF, HOXA1, MEIS2, TEAD4, HOXA7, MAML3, RUNX2, BMP4, KLF6, TESC, KLF7, EPAS1, KLF12, KLF13, SMAD3, SMAD1, HDAC5, HDAC4, DLX2, NOTCH1, ATF4, EBF3, ETS1, EBF2, ETS2, EBF1, HIVEP3, HOXB9, MAFA, KLF2, BMP7, ELF4, GRIP1, PPARG, ZEB1, GLI2, GLI3, FOS, SOX15, GUCY1A3, MKL2, MKL1, ALX4, ATF7IP, ICAM1, AR, LEF1, HMGA1, CDK2, NRIP1, NCOA1, NCOA2, BPTF, NCOA3, HIPK2, PEBP1, FOXC1, USP22, NSD1, CLOCK, GLIS3, ABLIM3, PRKDC, TCF7L2, ERCC8, IGF1R, RGMB, NPAS2, SQSTM1, BCL11B, MAP3K1, NFATC2, PTX3, NFATC3, FOXL2, CEBPB, LMX1B, PSRC1, CREB5, IGF2, AFF1, WWTR1, CENPK, ISL1, ATXN1, MEOX1, ZNF462, NFIB	1737	644	13528	1.596326929	1.24E-04	5.40E-06	5.30E-05
GOTERM_BP_FAT	GO:0003002~regionalization	55	2.425044092	2.86E-08	BMI1, NOG, EDN1, ZEB2, GLI2, GLI3, HOXC6, HOXC8, BARX1, ALX4, ARC, LEF1, DLL1, HOXC10, CTNNBIP1, MIB1, SMO, HOXC11, EP300, BTG2, HIPK2, PSEN2, TGIF1, TSHZ1, HOXA11, PRKDC, GREM1, HOXA1, HOXA3, HOXA5, LHX1, HOXA7, HOXA9, AXIN2, LFNG, MLLT3, BMP4, LMX1B, HTT, SMAD6, HOXB3, HOXB4, DLX2, NOTCH1, DLX1, HOXB2, HOXB7, SFRP1, HOXB8, MEOX1, HOXB5, HOXB6, HOXB9, RBPJ, BMPR1B	1737	197	13528	2.174353939	1.26E-04	5.25E-06	5.38E-05
GOTERM_BP_FAT	GO:0045941~positive regulation of transcription	119	5.24691358	2.89E-08	MEF2C, THRB, GDF6, ARNT2, ZXDC, CASK, RORB, RORA, GDNF, TGFB1, IL31RA, CITED2, IL11, GATA2, GATA6, MDFIC, FOXF1, PCBD1, RXRA, ARNTL, MECOM, PROX1, TRERF1, PPARGC1B, AHR, EP300, SIX1, VEGFA, NFE2L2, TGFB1I1, UBA52, SOX2, ONECUT2, CYTL1, NFKBIA, SOX4, AFAP1L2, WT1, LIF, HOXA1, MEIS2, HOXA7, TEAD4, MAML3, RUNX2, BMP4, KLF6, TESC, KLF7, EPAS1, KLF12, KLF13, SMAD3, SMAD1, HDAC5, DLX2, HDAC4, NOTCH1, ATF4, EBF3, ETS1, EBF2, ETS2, EBF1, HIVEP3, HOXB9, MAFA, BMP7, KLF2, ELF4, GRIP1, PPARG, ZEB1, GLI2, GLI3, FOS, SOX15, MKL2, MKL1, ALX4, ATF7IP, AR, LEF1, HMGA1, CDK2, NRIP1, NCOA1, NCOA2, BPTF, NCOA3, HIPK2, FOXC1, USP22, NSD1, CLOCK, GLIS3, ABLIM3, PRKDC, TCF7L2, NPAS2, RGMB, SQSTM1, BCL11B, MAP3K1, NFATC2, NFATC3, FOXL2, CEBPB, LMX1B, PSRC1, CREB5, AFF1, WWTR1, ISL1, CENPK, ATXN1, MEOX1, ZNF462, NFIB	1737	564	13528	1.643242405	1.27E-04	5.08E-06	5.42E-05
GOTERM_BP_FAT	GO:0051254~positive regulation of RNA metabolic process	105	4.62962963	3.45E-08	MEF2C, THRB, ARNT2, CASK, RORB, RORA, GDNF, TGFB1, IL31RA, CITED2, IL11, GATA2, GATA6, MDFIC, FOXF1, RXRA, ARNTL, MECOM, PROX1, TRERF1, AHR, PPARGC1B, EP300, SIX1, VEGFA, NFE2L2, TGFB1I1, SOX2, ONECUT2, CYTL1, NFKBIA, SOX4, AFAP1L2, WT1, LIF, HOXA1, MEIS2, HOXA7, TEAD4, MAML3, RUNX2, BMP4, KLF6, TESC, KLF7, EPAS1, KLF12, KLF13, SMAD3, SMAD1, HDAC5, DLX2, HDAC4, NOTCH1, ATF4, ETS1, ETS2, HOXB9, MAFA, BMP7, ELF4, GRIP1, PPARG, ZEB1, GLI2, FOS, SOX15, MKL2, ALX4, ATF7IP, AR, LEF1, HMGA1, NRIP1, NCOA1, NCOA2, BPTF, NCOA3, HIPK2, FOXC1, NSD1, CLOCK, GLIS3, ABLIM3, PRKDC, TCF7L2, NPAS2, SQSTM1, BCL11B, MAP3K1, NFATC2, NFATC3, FOXL2, CEBPB, LMX1B, PSRC1, CREB5, AFF1, ISL1, CENPK, WWTR1, ATXN1, MEOX1, ZNF462, NFIB	1737	481	13528	1.700113824	1.52E-04	5.84E-06	6.48E-05
GOTERM_BP_FAT	GO:0010033~response to organic substance	144	6.349206349	3.49E-08	ADCY1, PDGFB, IL6ST, PGF, PDGFA, SLC9A3, ARNT2, PDE3B, TLR3, ILDR2, TLR4, AURKA, TGFB1, TGFB2, PRKAR2B, CTTNBP2, EIF4EBP1, EIF4EBP2, LCAT, GATA3, CREB3L1, GNG2, PRKACB, FAS, LOX, GNG4, EIF2B2, ADAM9, EGFR, SOCS3, RXRA, GRIN2A, COLEC12, PPARGC1B, GRB10, MSX1, EP300, THBD, RYR1, RYR2, NFE2L2, COL1A1, ME1, CAV2, CAV1, CYP1B1, GCLC, PFKFB2, ALDOC, NFKBIA, ABCA2, BCL2L1, LIN28B, SRC, TTC3, IRAK3, BCHE, TFF3, ERO1L, BMP4, HERPUD1, EPHX1, SMAD3, ITGA2, SMAD1, CPS1, ABCG1, HDAC5, HDAC4, PLA2G4A, CDKN1A, EPS8, CXCL16, TGFBR3, FABP4, MAFA, BMP7, SLC9A1, KYNU, IGFBP7, PPARG, PRDX2, VGF, LATS2, ACTR3, EDNRA, FOS, CASP6, TNFRSF11B, LONP2, GSN, GPX4, ANGPT1, SIK2, CYR61, KCNMA1, STS, AR, PFKL, ADIPOR2, LEF1, CLIC1, GAL, MMP13, CD83, CCND1, BTG2, ADM, ERN1, PEBP1, SORT1, CTSC, STEAP2, PPP2R2A, PRF1, PRKDC, GNG11, EDEM1, GCH1, TRIB1, MSX2, IGF1R, PLIN2, SORBS1, PTK2B, DGKD, COL6A2, SH2B2, CD24, PPP3CA, PIK3R3, THBS1, SLC8A1, KAT2B, HCLS1, IGF2, STAT1, APPL1, CDH13, DUSP4, TFRC, ENDOG, HSPA4L, IGFBP2	1737	721	13528	1.555467723	1.54E-04	5.69E-06	6.55E-05
GOTERM_BP_FAT	GO:0009725~response to hormone stimulus	85	3.747795414	5.46E-08	ADCY1, PDGFB, PDGFA, PGF, SLC9A3, IGFBP7, PPARG, ARNT2, PDE3B, AURKA, VGF, TGFB1, LATS2, TGFB2, PRKAR2B, CASP6, FOS, CTTNBP2, EIF4EBP1, TNFRSF11B, EIF4EBP2, LCAT, GPX4, GATA3, ANGPT1, GNG2, LOX, PRKACB, FAS, GNG4, EIF2B2, SIK2, ADAM9, KCNMA1, STS, AR, SOCS3, RXRA, ADIPOR2, GAL, MMP13, PPARGC1B, CCND1, GRB10, EP300, BTG2, ADM, SORT1, PEBP1, COL1A1, STEAP2, ME1, CAV2, CAV1, GCLC, PRKDC, GNG11, ABCA2, BCL2L1, SRC, IGF1R, SORBS1, BCHE, PTK2B, TFF3, SH2B2, CD24, THBS1, PIK3R3, BMP4, KAT2B, HCLS1, ITGA2, IGF2, APPL1, STAT1, CPS1, ABCG1, HDAC5, PLA2G4A, CDKN1A, FABP4, TGFBR3, IGFBP2, BMP7	1737	367	13528	1.803792752	2.40E-04	8.59E-06	1.03E-04
GOTERM_BP_FAT	GO:0008284~positive regulation of cell proliferation	93	4.100529101	5.70E-08	BMI1, NOG, NBN, HMX2, FOSL2, PDGFB, IL6ST, FGF9, MARCKSL1, PDGFA, PGF, EDN1, ARNT2, PRRX1, EIF5A, PRRX2, GLI2, TGFB1, IL11, SSR1, IL31RA, TGFB2, S1PR3, CD47, HEY2, PDGFC, NRG1, FGF1, EBI3, EGFR, CDC7, STS, PRAME, EFNB1, CDK6, PROX1, CDK2, HOXC10, SMO, VEGFC, CCND1, ADM, HIPK2, VEGFA, TGIF1, LAMC1, ICOSLG, FGFR1, MVD, SOX2, CLU, RPS15A, SOX4, BCL2L1, KIT, LIF, IGF1R, HOXA3, LHX1, PTK2B, NPM1, RTKN2, CAMK2D, TGM2, PTN, CD24, EGF, RUNX2, TCIRG1, BMP4, COL18A1, B4GALT1, NACC1, NACC2, PDF, TBX2, HCLS1, CD276, ITGA2, IGF2, STAT1, NTN1, FOXP1, CDC25B, FOXP2, CDH13, HDAC4, PLA2G4A, CDKN1A, NOTCH1, BNC1, FABP4, HBEGF	1737	414	13528	1.749509816	2.51E-04	8.65E-06	1.07E-04
GOTERM_BP_FAT	GO:0051094~positive regulation of developmental process	69	3.042328042	7.12E-08	XRCC2, PDLIM7, THRB, IL6ST, FGF9, PPARG, FST, ITPKB, JAG1, GLI2, GLI3, TGFB1, TGFB2, NRCAM, ACTR3, GATA2, CASP6, TIAM1, GATA6, HEY2, RHOB, MKL2, NRG1, DDAH1, ADAM9, ARHGEF1, PTPRF, SOCS3, PLXNB1, EOMES, PROX1, SLIT2, SMO, CD83, VEGFC, SERPINF1, SCIN, TGIF1, WNT9A, TGFB1I1, TNFRSF12A, HOXA11, SOX2, CLU, KIT, IL7R, CDH4, EPHB2, LIF, THBS1, DNMT3B, RUNX2, ANGPTL4, BMP4, B4GALT1, TESC, CD276, SMAD3, IGF2, SMAD1, NTN1, PLA2G4A, NOTCH1, ETS1, BAX, HOPX, BMPR1B, BMP7, HDAC7	1737	278	13528	1.933027671	3.13E-04	1.04E-05	1.34E-04
GOTERM_BP_FAT	GO:0042127~regulation of cell proliferation	153	6.746031746	7.55E-08	DLC1, HMX2, NOG, PDGFB, IL6ST, PGF, PDGFA, ARNT2, EDN1, EIF5A, JAG1, TGFB1, TGFB2, IL31RA, SSR1, IL11, CTTNBP2, S1PR3, CD47, KIFAP3, SERPINE1, PDGFC, EBI3, EGFR, PTPRK, PRAME, PTPRF, RXRA, EFNB1, VAX1, MECOM, PROX1, VASH1, VEGFC, MSX1, SSTR3, TCFL5, CD33, VEGFA, TGIF1, TGFB1I1, LAMC1, CAV2, FGFR1, CAV1, MVD, SOX2, CLU, NFKBIA, SOX4, BCL2L1, TIMP2, LIF, VDR, HOXA3, LHX1, BAI1, NPM1, RTKN2, EGF, AXIN2, RUNX2, COL18A1, B4GALT1, BMP4, TESC, CD276, ITGA2, SMAD3, SMAD1, NTN1, FOXP1, FOXP2, HDAC4, PLA2G4A, CDKN1A, NOTCH1, LAMA5, ETS1, CD274, TGFBR3, FABP4, BMP7, PLAU, BMI1, NBN, FOSL2, FGF9, MARCKSL1, IGFBP7, IGFBP6, PPARG, PRRX1, GJA1, ZEB1, PRRX2, PAWR, SKAP2, GLI2, GLI3, EDNRA, HEY2, DLG5, FGF1, NRG1, CDC7, STS, RBBP4, CDK6, GAL, MBD2, CDK2, MXD4, HOXC10, SMO, CCND1, BTG2, ADM, HIPK2, SCIN, ICOSLG, RPS15A, KIT, TRIB1, MSX2, IGF1R, PTK2B, BCL11B, CAMK2D, TGM2, PTN, CD24, THBS1, QSOX1, TCIRG1, NACC1, NACC2, KAT2B, IL8, NF2, PDF, TBX2, JARID2, HCLS1, ANXA1, IGF2, STAT1, CDC25B, CDH13, BAX, BNC1, HBEGF, NFIB	1737	787	13528	1.514085759	3.32E-04	1.07E-05	1.42E-04
GOTERM_BP_FAT	GO:0051960~regulation of nervous system development	53	2.33686067	7.90E-08	NOG, NBN, XRCC2, LZTS1, PPARG, REST, GLI2, TGFB1, ACTR3, NRCAM, TIAM1, CDK5RAP2, ARHGEF1, PTPRF, PLXNB1, DLL1, VAX1, SLIT2, SMO, MIB1, VEGFC, SERPINF1, SIX1, TGIF1, DBN1, UBA52, TNFRSF12A, SOX2, KIT, CDH2, TIMP2, CDH4, TTC3, EPHB2, PVRL1, LHX1, CD24, EGF, SNAP25, DNMT3B, BMP4, COL4A4, NLGN1, SMAD1, ISL1, NTN1, RUFY3, NOTCH3, DLX2, NOTCH1, DLX1, BMP7, CACNA1A	1737	192	13528	2.149851276	3.48E-04	1.09E-05	1.48E-04
GOTERM_BP_FAT	GO:0030155~regulation of cell adhesion	42	1.851851852	9.78E-08	SIPA1, ONECUT2, PDE3B, EDIL3, CX3CL1, FXYD5, TPM1, SRC, TGFB1, CITED2, TGFB2, CD47, GSN, TNR, SMOC1, KIFAP3, TGFBI, TGM2, CD24, COL8A1, FGF1, NRG1, THBS1, RASA1, ADAM9, ARHGDIB, CYR61, ICAM1, TESC, VAV3, IL8, NF2, PODXL, CCDC80, SMAD3, ITGA2, CDK6, NID1, DLL1, CDH13, LAMA5, COL1A1	1737	137	13528	2.387605108	4.30E-04	1.30E-05	1.84E-04
GOTERM_BP_FAT	GO:0048706~embryonic skeletal system development	29	1.278659612	1.20E-07	NOG, NDST1, FGF9, PRRX1, COL2A1, DLK1, ZEB1, PRRX2, GLI3, HOXC6, HOXA3, HOXA5, HOXA7, HOXA9, ALX4, HOXB3, DLX2, HOXB4, DLX1, HOXB2, HOXB7, HOXB8, HOXB5, HOXB6, SIX1, KIAA1217, HOXB9, COL1A1, WNT9A	1737	77	13528	2.933195762	5.28E-04	1.55E-05	2.26E-04
GOTERM_BP_FAT	GO:0016477~cell migration	68	2.998236332	1.21E-07	NRP2, CTHRC1, PDGFB, ZEB2, GDNF, TGFB1, TGFB2, NRCAM, CTTNBP2, CTGF, CXCR4, SEMA3C, MSN, TOP2B, ICAM1, PTPRK, RET, PLXNB1, EFNB1, VAX1, SLIT2, SMO, VEGFC, LYST, SIX1, SDCBP, FOXC1, VCAN, LAMC1, CAV2, ZFAND5, SHROOM2, TNFRSF12A, ABI2, PRKDC, CDH2, KIT, CX3CL1, SRC, PTK2B, CD24, THBS1, PPAP2B, DCLK1, FN1, PLAT, B4GALT1, VAV3, LMX1B, IL8, PODXL, ITGA1, ITGA4, ISL1, NTN1, COL5A1, CDH13, PARP9, ITGA5, LAMA5, CXCL16, BAX, TGFBR3, HBEGF, LRP8, APBB2, PLAU, MYH10	1737	276	13528	1.918817218	5.31E-04	1.52E-05	2.27E-04
GOTERM_BP_FAT	GO:0060485~mesenchyme development	23	1.014109347	1.21E-07	S100A4, NRP2, RET, NOG, EFNB1, EDN1, EOMES, LEF1, ZEB2, ISL1, GDNF, TGFB1, TGFB2, EDNRA, SMO, NOTCH1, HOXA5, LAMA5, TGFBR3, SEMA3C, FOXC1, BMP7, NRG1	1737	52	13528	3.44475444	5.34E-04	1.48E-05	2.28E-04
GOTERM_BP_FAT	GO:0001525~angiogenesis	44	1.940035273	1.23E-07	NRP2, FGF9, PGF, PDGFA, TNFRSF12A, EDN1, CSPG4, ANPEP, JAG1, TGFB2, EDNRA, ARHGAP22, CXCR4, CTGF, PTK2B, ROBO4, RHOB, ZC3H12A, HS6ST1, ANGPT1, SOX18, FGF1, EGF, THBS1, PLXND1, ANGPTL4, CYR61, B4GALT1, COL18A1, BMP4, EPAS1, IL8, APOLD1, COL15A1, ARHGAP24, SLIT2, VEGFC, CDH13, NOTCH1, HDAC3, LAMA5, VEGFA, RBPJ, PLAU	1737	148	13528	2.315393113	5.40E-04	1.46E-05	2.30E-04
GOTERM_BP_FAT	GO:0045935~positive regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	126	5.555555556	1.47E-07	MEF2C, THRB, PDGFB, PDGFA, GDF6, ARNT2, ZXDC, CASK, RORB, RORA, GDNF, TGFB1, IL31RA, CITED2, IL11, GATA2, MDFIC, GATA6, FOXF1, PDGFC, PCBD1, RXRA, ARNTL, MECOM, PROX1, TRERF1, PPARGC1B, AHR, EP300, SIX1, VEGFA, NFE2L2, TGFB1I1, UBA52, SOX2, ONECUT2, CYTL1, NFKBIA, SOX4, AFAP1L2, WT1, LIF, HOXA1, MEIS2, TEAD4, HOXA7, MAML3, RUNX2, BMP4, KLF6, TESC, KLF7, EPAS1, KLF12, KLF13, SMAD3, SMAD1, HDAC5, DLX2, HDAC4, NOTCH1, ATF4, EBF3, ETS1, EBF2, ETS2, EBF1, HIVEP3, HOXB9, MAFA, KLF2, BMP7, ELF4, GRIP1, PPARG, ZEB1, GLI2, GLI3, FOS, SOX15, GUCY1A3, MKL2, MKL1, ALX4, ATF7IP, AR, LEF1, HMGA1, CDK2, NRIP1, NCOA1, NCOA2, BPTF, NCOA3, HIPK2, FOXC1, USP22, NSD1, CLOCK, GLIS3, ABLIM3, PRKDC, TCF7L2, ERCC8, IGF1R, NPAS2, RGMB, SQSTM1, BCL11B, MAP3K1, NFATC2, NFATC3, FOXL2, CEBPB, LMX1B, PSRC1, CREB5, IGF2, AFF1, WWTR1, CENPK, ISL1, ATXN1, MEOX1, ZNF462, NFIB	1737	624	13528	1.572605288	6.46E-04	1.70E-05	2.76E-04
GOTERM_BP_FAT	GO:0009719~response to endogenous stimulus	90	3.968253968	1.58E-07	ADCY1, PDGFB, PDGFA, PGF, SLC9A3, IGFBP7, PPARG, ARNT2, PDE3B, AURKA, VGF, TGFB1, LATS2, TGFB2, PRKAR2B, FOS, CASP6, CTTNBP2, EIF4EBP1, TNFRSF11B, EIF4EBP2, LCAT, GPX4, GATA3, ANGPT1, GNG2, LOX, PRKACB, FAS, GNG4, EIF2B2, SIK2, ADAM9, KCNMA1, STS, AR, SOCS3, RXRA, ADIPOR2, GRIN2A, GAL, MMP13, PPARGC1B, CCND1, GRB10, EP300, BTG2, ADM, PEBP1, SORT1, COL1A1, STEAP2, ME1, CAV2, CAV1, GCLC, ALDOC, PRKDC, GNG11, ABCA2, BCL2L1, SRC, IGF1R, SORBS1, BCHE, PTK2B, TFF3, SH2B2, PPP3CA, CD24, THBS1, PIK3R3, BMP4, KAT2B, HCLS1, ITGA2, IGF2, SMAD1, APPL1, STAT1, CPS1, ABCG1, HDAC5, CDH13, PLA2G4A, CDKN1A, FABP4, TGFBR3, IGFBP2, BMP7	1737	405	13528	1.730697883	6.97E-04	1.79E-05	2.98E-04
GOTERM_BP_FAT	GO:0009952~anterior/posterior pattern formation	42	1.851851852	1.89E-07	TSHZ1, HOXA11, PRKDC, ZEB2, GLI3, HOXC6, HOXA1, BARX1, HOXC8, HOXA3, HOXA5, LHX1, HOXA7, HOXA9, AXIN2, ALX4, LFNG, MLLT3, ARC, HTT, LEF1, DLL1, HOXC10, HOXB3, CTNNBIP1, MIB1, HOXB4, NOTCH1, HOXB2, EP300, HOXC11, BTG2, SFRP1, HOXB7, HOXB8, MEOX1, HOXB5, HIPK2, HOXB6, PSEN2, HOXB9, RBPJ	1737	140	13528	2.336442142	8.31E-04	2.08E-05	3.55E-04
GOTERM_BP_FAT	GO:0050767~regulation of neurogenesis	47	2.072310406	2.12E-07	NOG, NBN, LZTS1, XRCC2, TNFRSF12A, SOX2, PPARG, CDH2, REST, KIT, TIMP2, GLI2, CDH4, TTC3, TGFB1, EPHB2, ACTR3, NRCAM, TIAM1, CDK5RAP2, CD24, DNMT3B, BMP4, ARHGEF1, PTPRF, PLXNB1, NLGN1, DLL1, VAX1, SMAD1, ISL1, NTN1, SLIT2, RUFY3, NOTCH3, SMO, DLX2, MIB1, VEGFC, DLX1, NOTCH1, SERPINF1, SIX1, TGIF1, BMP7, DBN1, CACNA1A	1737	166	13528	2.205075917	9.32E-04	2.27E-05	3.98E-04
GOTERM_BP_FAT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	83	3.659611993	3.79E-07	MEF2C, THRB, ELF4, PPARG, ARNT2, CASK, ZEB1, RORA, GLI2, GDNF, TGFB1, IL11, CITED2, FOS, GATA2, GATA6, SOX15, MKL2, ALX4, AR, RXRA, LEF1, ARNTL, MECOM, PPARGC1B, AHR, NRIP1, NCOA1, EP300, NCOA2, HIPK2, VEGFA, SIX1, FOXC1, CLOCK, GLIS3, ABLIM3, SOX2, ONECUT2, CYTL1, PRKDC, NFKBIA, TCF7L2, WT1, LIF, HOXA1, NPAS2, MEIS2, SQSTM1, MAP3K1, BCL11B, TEAD4, HOXA7, MAML3, NFATC2, NFATC3, RUNX2, BMP4, KLF6, FOXL2, CEBPB, EPAS1, LMX1B, KLF12, KLF13, SMAD3, SMAD1, ISL1, WWTR1, CENPK, HDAC5, ATXN1, DLX2, HDAC4, ATF4, NOTCH1, MEOX1, ETS1, HOXB9, ZNF462, MAFA, BMP7, NFIB	1737	371	13528	1.742360267	0.001664334	3.97E-05	7.11E-04
GOTERM_BP_FAT	GO:0030198~extracellular matrix organization	34	1.499118166	3.85E-07	ADAMTS14, COL2A1, NFKB2, APLP2, TGFB2, TNFRSF11B, P4HA1, CRISPLD2, FOXF1, TNR, SMOC1, TGFBI, COL6A2, COL12A1, LOX, VWA1, CYR61, B4GALT1, COL18A1, COL4A2, LMX1B, CCDC80, CST3, NID1, COL5A2, COL5A1, CSGALNACT1, COL19A1, FBLN5, FOXC1, COL1A1, LAMC1, APBB2, ADAMTS2	1737	104	13528	2.546122847	0.001692672	3.94E-05	7.23E-04
GOTERM_BP_FAT	GO:0014031~mesenchymal cell development	22	0.970017637	4.08E-07	S100A4, NRP2, RET, NOG, EFNB1, EDN1, EOMES, LEF1, ZEB2, ISL1, GDNF, TGFB1, TGFB2, EDNRA, SMO, NOTCH1, LAMA5, TGFBR3, SEMA3C, FOXC1, BMP7, NRG1	1737	51	13528	3.359590008	0.001792764	4.08E-05	7.66E-04
GOTERM_BP_FAT	GO:0048762~mesenchymal cell differentiation	22	0.970017637	4.08E-07	S100A4, NRP2, RET, NOG, EFNB1, EDN1, EOMES, LEF1, ZEB2, ISL1, GDNF, TGFB1, TGFB2, EDNRA, SMO, NOTCH1, LAMA5, TGFBR3, SEMA3C, FOXC1, BMP7, NRG1	1737	51	13528	3.359590008	0.001792764	4.08E-05	7.66E-04
GOTERM_BP_FAT	GO:0010941~regulation of cell death	154	6.790123457	4.29E-07	MEF2C, DLC1, XRCC2, CADM1, WFS1, ARNT2, EIF5A, TLR4, ITSN1, GDNF, TGFB1, CITED2, TGFB2, CTNNBL1, IL31RA, MAP3K5, TIAM1, NGFRAP1, RPL11, FAS, NQO1, NET1, ADAM9, EGFR, CRTAM, PRAME, PTPRF, SOCS3, RXRA, GRIN2A, HRK, PIM1, RAD9A, MSX1, KRT18, SSTR3, RASGRF2, LYST, VEGFA, RYR2, TNFAIP3, UBA52, GCLC, CLU, STK17B, NFKBIA, SOX4, BCL2L1, RRM2B, MST4, SRC, SLC11A2, VDR, AHRR, TUBB, NPM1, FAIM, ANGPTL4, COL18A1, B4GALT1, BMP4, OBSCN, CFLAR, HERPUD1, CARD8, VAV3, HTT, SMAD6, ITGA1, TRIO, SMAD3, FURIN, TXNDC12, PLA2G4A, CDKN1A, DLX1, NOTCH1, HDAC3, UACA, SFRP1, ETS1, ABL1, BMP7, CACNA1A, IER3, BNIP3, PRDX2, PAWR, GLI3, MCF2L, CASP6, PAK7, CASP4, DLG5, CAT, NRG1, MKL1, ALX4, KCNMA1, ARHGEF3, ARHGEF18, ADNP, PRKCE, GAL, DAPK1, TNFRSF10A, SMO, AMIGO2, XPA, TNFRSF10B, BTG2, TNFRSF10D, IGF2R, HIPK2, PSEN2, SCIN, ERN1, SORT1, FOXC1, FAIM2, CAMK1D, PRKDC, COL2A1, KIT, FEM1B, TCF7L2, GCH1, MSX2, IGF1R, SQSTM1, BCL11B, MAP3K1, TGM2, TNFRSF19, CD24, THBS1, RASA1, PHLDA1, TERF1, NGEF, NACC1, FOXL2, CEBPB, ANXA1, IGF2, BIRC5, STAT1, ANXA4, CDH13, BAX, ENDOG, BNIP3L, PERP, APBB2	1737	815	13528	1.471624089	0.001884701	4.19E-05	8.05E-04
GOTERM_BP_FAT	GO:0030182~neuron differentiation	94	4.144620811	4.39E-07	ALS2, GPRIN1, NRP2, TUBB2B, AGTPBP1, GJA1, RORB, JAG1, RORA, GLI2, GDNF, GLI3, TGFB2, NRCAM, EFHD1, GATA2, HOXC8, SLC1A3, MCOLN3, ANK3, UNC5A, CXCR4, ROBO3, TOP2B, TUBB3, EGFR, KCNMA1, RET, EFNB1, RXRA, VAX1, SLIT2, HOXC10, SMO, BTG2, GNAQ, ADM, VEGFA, VCAN, SLITRK6, CUX1, DST, UBA52, FGFR1, IRX5, SOX2, ONECUT2, CLU, ABI2, EPHB3, CDH4, EPHB2, LIF, ALCAM, HOXA1, IGF1R, TUBB, MACF1, PVRL1, LHX1, PTK2B, TNR, BCL11B, BAI1, CD24, SNAP25, DCLK1, BMP4, KLF7, CEBPB, LMX1B, HTT, ITGA1, NTN4, NTNG2, RPL24, FIG4, ISL1, NTN1, GAS7, NOTCH3, GNGT1, EPHA4, DLX2, DLX1, NOTCH1, ULK2, CYFIP1, MAPK8IP3, BMPR1B, APBB2, BMP7, CACNA1A, MYH10	1737	438	13528	1.671427407	0.001928618	4.20E-05	8.24E-04
GOTERM_BP_FAT	GO:0042981~regulation of apoptosis	152	6.701940035	5.00E-07	MEF2C, DLC1, XRCC2, CADM1, WFS1, ARNT2, EIF5A, TLR4, ITSN1, GDNF, TGFB1, CITED2, TGFB2, CTNNBL1, IL31RA, MAP3K5, TIAM1, NGFRAP1, RPL11, FAS, NQO1, NET1, ADAM9, EGFR, CRTAM, PRAME, PTPRF, SOCS3, RXRA, GRIN2A, HRK, PIM1, RAD9A, MSX1, KRT18, SSTR3, RASGRF2, LYST, VEGFA, RYR2, TNFAIP3, UBA52, GCLC, CLU, STK17B, NFKBIA, SOX4, BCL2L1, RRM2B, MST4, SRC, SLC11A2, VDR, AHRR, TUBB, NPM1, FAIM, ANGPTL4, B4GALT1, COL18A1, OBSCN, CFLAR, HERPUD1, CARD8, VAV3, HTT, SMAD6, ITGA1, TRIO, SMAD3, FURIN, TXNDC12, PLA2G4A, CDKN1A, DLX1, NOTCH1, HDAC3, UACA, SFRP1, ETS1, ABL1, BMP7, CACNA1A, IER3, BNIP3, PRDX2, PAWR, GLI3, MCF2L, PAK7, CASP6, CASP4, DLG5, CAT, NRG1, MKL1, ALX4, KCNMA1, ARHGEF3, ARHGEF18, ADNP, PRKCE, GAL, DAPK1, TNFRSF10A, SMO, AMIGO2, XPA, TNFRSF10B, BTG2, TNFRSF10D, IGF2R, HIPK2, PSEN2, SCIN, ERN1, SORT1, FOXC1, FAIM2, CAMK1D, PRKDC, COL2A1, FEM1B, TCF7L2, GCH1, MSX2, IGF1R, SQSTM1, BCL11B, MAP3K1, TGM2, TNFRSF19, CD24, THBS1, RASA1, PHLDA1, TERF1, NGEF, NACC1, FOXL2, CEBPB, ANXA1, IGF2, BIRC5, STAT1, ANXA4, CDH13, BAX, ENDOG, BNIP3L, PERP, APBB2	1737	804	13528	1.472384766	0.002198445	4.68E-05	9.39E-04
